When Harry Met Sally is a classic comedy. It&#39; s from a magical time when Billy Crystal could be a romantic lead and Meg Ryan was adorably not plastic. The dialogue is quick and witty and the characters are believable and likeable. Rob Reiner does a great job capturing the anxieties of friendship and romance. ,7
"Whenever I hear something about him, I wonder; what ever happened to Rob Reiner&#39; s career? What ever happen to that man that could direct any genre? The man who made us cry in &quot; Stand by me&quot; or made us scare to death in &quot; Misery&quot; is now out of the focus. I saw his last film, &quot; Alex &amp; Emma&quot; (which I tried to tolerate because of the actors who starred in it) and it was shameful to see he was promoting it with and advertisement saying: &quot; from the director of&quot; The director of &quot; When Harry met Sally&quot; , this movie, Reiner&#39; s most successful romantic comedy and film ever and by now probably a classic, because of Meg Ryan&#39; s famous scene and because of its general charm. Believe, everything is pink in this film, and the romantic story it proposes is something everyone has experienced. In some ways it reminded me to &quot; The mirror has to faces&quot; , but that couple relationship was totally different. <br/><br/>Here there are two guys in their 20&#39; s, travelling to New York for a better life, arguing about the things they think, do, and expect of their future, and so on. These scenes in the car driving to New York could be extremely boring, but writer Nora Ephron (who would write for Meg Ryan again in &quot; You&#39; ve got mail&quot; ) makes them very interesting. &quot; How can&#39; t you be afraid of death?&quot; , Sally tells Harry, and he answers: &quot; I&#39; m just prepared, when I read a book I always read the ending first in case I die and I can&#39; t finish it&quot; . <br/><br/>Years later that trip is history, and they both have various encounters through the years. She pretends he doesn&#39; t recognize her, because she remembers him perfectly. She was actually captivated by him on that trip but never told him. On the other hand, he pretends to be casual, but hasn&#39; t erased her from his mind; after more than a decade! Soon they start hanging out, telling each other everything, and become best friends; but if you saw them on the street you wouldn&#39; t doubt to think they are a couple. <br/><br/>Why don&#39; t they confess their feelings? You&#39; ve got to see the film to figure it out; you&#39; ve got to witness what happens, how it happens and most importantly why. In our original time, Rob Reiner did this picture more than a decade ago, and he directed it simply and honestly. Without knowing he also brought us one of the first climatic endings in a romantic comedy; those when the guy declares his love in the last minutes, in a powerful touching final speech, you know. <br/><br/>But what he actually got right was the cast. Yes, he got together two actors that achieved a unique chemistry in a movie that needed it entirely. Billy Crystal, showing that way of speaking that is only his and a mark for any good comedian. Rob Reiner helped him to become the super comedic star he was already becoming. And Meg Ryan will be ever grateful to this opportunity that showed her unusual beauty, natural talent and all the other things that would make her the queen of the romantic comedy. ",7
"&quot; She&#39; s out of My League&quot; is a solid 7, a romantic comedy that scores a few good laughs and does a nice job of being convincing. Jay Baruchel (Tropic Thunder) stars as Kirk, a pathetic dork with the build of Woody Allen who works a menial job in airport security. Through a cell-phone mishap, he winds up at a party being thrown by Molly (Alice Eve), a 10 on the very attractive scale. He knows she&#39; s way more attractive than him and she knows he&#39; s normally not the guy she would usually date but Molly looks deep down and sees Kirk for the nice, unthreatening guy he is and they hit it off. There are some funny moments here. Kirk&#39; s family is especially demeaning to him (they even embrace his bitchy ex-girlfriend as one of their own) and his friends are clueless match-makers, which leads to a very funny man-scaping scene between Kirk and one of them. What works best in &quot; League&quot; is just listening to people talk though. Kirk&#39; s friends (played by Mike Vogel, Nate Torrance, and T. J Miller) are identifiable idiots, too wrapped up in over-thinking things like the rating scale (both their number and womens) and Disney fairy-tales to really understand women. Their scenes with Kirk are enjoyably like a crude, vulgar, sexual &quot; Breakfast Club&quot; . The way the scrawny, nervous, and unconfident Baruchel interacts with the beautiful and engaging Eve is also very likable and they do a nice job of handling the ups and downs of forming an honest, meaningful relationship (an almost foreign concept in today&#39; s star-packaged romantic comedies). The way they finally handle the elephant in the room is also very effective. This is feel-good stuff, but it works. ",7
"Expectations weren&#39; t exactly through the roof for SOOML. No big name actors, a director with no feature film experience and a screenplay by the same guys who brought us Sex Drive. It is with great delight then, that what we get is 100 minutes of laughter and light-hearted entertainment. Is it clichéd? Sure is. We&#39; ve seen the &#39; underdog gets the girl&#39; story repetitively since the dawn of cinema, but at least scripters John Morris and Sean Anders inject it with humorous variations to ensure we forgive their shortcomings in originality. <br/><br/>Jay Baruchel was another unknown quantity. His supporting turns in Knocked Up, Fanboys, Tropic Thunder and Million Dollar Baby (remember the weakling who frequented the boxing hall despite his complete lack of talent – that was Baruchel) have provided laughs galore, but being the main star is different altogether. His geeky exterior and small frame isn&#39; t exactly leading man material however Baruchel&#39; s great comic timing and willingness to make a fool of himself if required makes him a likable headliner. <br/><br/>On the opposite end of the gender pole is the drop-dead gorgeous Alice Eve who, like Molly, is a hard ten. It&#39; s not just her looks that makes her popular with the men though, she&#39; s genuinely cool and doesn&#39; t have a whiff of ego. Elsewhere in the cast you&#39; ll find the previously unknown T. J. Miller as Kirk&#39; s best mate Stainer – a character who resembles Napoleon Dynamite if he were on crack cocaine – who delivers a handful of memorable one-liners and plenty of laugh-out-loud moments. <br/><br/>A charismatic cast and some hilarious jokes makes this a surprising winner. <br/><br/>3. 5 out of 5 (1 - Rubbish, 2 - Ordinary, 3 - Good, 4 - Excellent, 5 - Classic)",7
"(Synopsis) Molly (Alice Eve) is a sexy event planner who is delayed by a sleazy airport security guard. Another security guard, Kirk (Jay Baruchel) comes to her rescue, and passes her through to catch her plane. Luckily, Kirk finds Molly&#39; s phone that she left behind, and from the plane, Molly calls her phone and invites Kirk to a party to return her phone when she returns. Kirk is smitten by Molly, but his friends point out to him that he doesn&#39; t have a chance, because he is only rated as a &quot; 5&quot; and Molly is definitely a &quot; 10&quot; . And as everybody knows, you can only date a girl who is only &quot; 2&quot; above your score, so that means Kirk can only successfully date a &quot; 7&quot; . However, Molly has something else in mind, because she has found that Kirk is sweet, amusing, honest, and different from the men she has been dating. Kirk, on the other hand, has one big insecurity problem; Kirk believes Molly will dump him as soon as she realizes her mistake. Under these circumstances, and everything working against Kirk and Molly, is it possible for them to build a relationship that will bloom and flourish? <br/><br/>(My Comment) This is an unlikely love story that is a really sweet romantic comedy. You would think that it is a women&#39; s movie, but it actually is a guy&#39; s movie, because it gives the &quot; 5s&quot; of the world the belief that they have a chance to catch and have a relationship with a &quot; 10&quot; . The trailers portray that there are a lot of raunchy sex scenes in the movie, but actually, it is more your imagination then the real thing. The story does show and prove that a person with low self esteem will have a hard time in life fulfilling his dream. Hopefully, people who saw this movie will take this lesson of life to heart and go for the gold, or in this case a &quot; 10&quot; . Jay Baruchel&#39; s performance as the quirky geek was right on target, and Alice Eve&#39; s portrayal of Molly made her very likable. Both actors characterization of the low self-image problem was very believable. This is one of those hilariously funny love stories that could be a sleeper hit. I laughed throughout the whole movie, and left the movie in a happy mood. (Paramount, Run Time 1: 44, Rated R)(7/10)",7
"&quot; Do you even know how hot you are?&quot; <br/><br/>She&#39; s out of My League is a fairly typical comedy. Jay Baruchel plays an utterly average guy named Kirk, who is nothing more than mediocre in every aspect of his life, career, and looks. When a chance encounter leads to him meeting Molly (Alice Eve), a nearly- flawless woman (seriously, she&#39; s gorgeous in this movie) who seems interested in him despite all odds, Kirk has to deal with the new experience of being a 5 who&#39; s dating a hard 10. <br/><br/>So yeah, that&#39; s not exactly a fresh, new story. That can be forgiven in a comedy, as long as it&#39; s. . well, comedic. The movie manages to be pretty funny at times, but a lot of the humor is hit or miss. Something hilarious would happen, and then you&#39; ll spend the next five minutes wondering whether what you&#39; re seeing is supposed to be funny or not. Jay has been much funnier in other movies, and the supporting cast wavers between humorous and annoying. Still, the jokes in She&#39; s out of my League succeed more often than they fail. <br/><br/>The relationship between Kirk and Molly is a little hard to swallow at times, because she seems so determined to like him. Even though Kirk&#39; s personality in the movie isn&#39; t particularly remarkable. You actually start to believe their friends when they&#39; re constantly telling them that they&#39; re not going to work as a couple. The inevitable circumstances that cause problems for them seem extremely forced and predictable, as is their eventual reunion. There&#39; s little imagination involved in the story, that&#39; s for sure. <br/><br/>It probably seems like I didn&#39; t particularly like the movie, but I did. It was quite funny in parts, and even the most generic parts of it weren&#39; t bad - just overly familiar. This isn&#39; t a bad comedy to check out, I just wouldn&#39; t go so far as to recommend buying it. ",6
"In Pittsburgh, the clumsy and average Kirk (Jay Baruchel) works as a TSA security agent at the airport. Kirk is out of shape, uncoordinated, not college graduate, has never been in Europe and drives a shitbox Neon. His friends are a bunch of losers that also work at the airport and use to rank themselves and women. His family does not support him and his father used his college money to build a large swimming pool in the backyard of their house. Kirk dreams on becoming an airplane pilot, but he is insecure and without self-esteem. He also misses his former girlfriend Marnie (Lindsay Sloane), who is a bitch that humiliate him all the time. <br/><br/>One day, the gorgeous Molly McCleish (Alice Eve) is helped by him in the check-in to a flight to New York, but she forgets her iphone and Kirk holds it for her. On the next day, Molly invites Kirk to go to a party at the Andy Warhol Museum and he delivers her iphone to her. Sooner they date and he learns that she is a successful promoter of events that lives in a fancy apartment and drives a nice car. However, the lack of confidence of Kirk does not let him see that Molly loves him since she is totally out of his league. <br/><br/>The delightful &quot; She&#39; s Out of My League&quot; is one of the funniest comedies I have recently seen. Jay Baruchel is hilarious in the role of a man that has no self-esteem and self-confidence to be happy with one of the most beautiful women I have ever seen, Alice Eve, who is really a pretty woman. <br/><br/>Alice Eve was ranked #7 in 2010 in the &quot; Beautiful Famous Faces&quot; by &quot; The Annual Independent Critics List of the 100 Most Beautiful Famous Faces From Around the World. &quot; My vote is seven. <br/><br/>Title (Brazil): &quot; Ela é Demais para Mim&quot; (&quot; She is Out of My League&quot; )",7
"When I saw the trailer for She&#39; s Out of my League, I have to admit that I laughed, but I was thinking that if I had seen this movie, it would probably be a let down. One of those &quot; you saw the funny parts in the trailer&quot; movies. But still, I saw the movie just keeping my expectations low as most romantic comedies are just awful. Much to my pleasant surprise, She&#39; s Out of My League was a really funny movie that I enjoyed very much. In a society obsessed with looks and being perfect, most romantic comedies have these gorgeous people in the leads who don&#39; t look like they need any help in their love lives, we finally get a lead who isn&#39; t drop dead gorgeous as for Hollywood standards getting a beautiful person. Though I do wish we could have a romantic comedy with the opposite, not so hot girl gets the hot guy, I guess we&#39; ll have to wait a while for that. But She&#39; s Out of My League does deliver in the laughs and entertainment with great chemistry with our two leads and supporting cast. <br/><br/>Kirk is in his mid-20s who has a low self-esteem and, by his own admission, has not accomplished very much in life. He works at the Pittsburgh International Airport as a security officer and has very few goals other than trying to get back together with his self-centered ex-girlfriend Marnie. Marnie ended her relationship with Kirk two years ago and is highly dismissive of his continued romantic interests. However, she has remained close with Kirk&#39; s parents and overbearing brother and continues to participate in family activities along with her new boyfriend. With no relationship and an awkward family life, Kirk confides in his three close male friends who also work with him at the airport. Then at work one morning, a strikingly beautiful woman named Molly arrives at the passenger terminal for a flight to New York. She and Kirk exchange a few smiles and flirtatious words, and she then proceeds to her flight, accidentally leaving her iPhone in the airport security area. Upon realizing she has misplaced it, Molly calls her phone and Kirk, back at the security checkpoint, answers. To everyone&#39; s surprise Molly really likes Kirk, his friends constantly remind him he&#39; s a 5 and she&#39; s a 10, so he feels the pressure to keep her around. <br/><br/>What I liked most about this movie was how it wasn&#39; t a COMPLETE cliché, Molly&#39; s hot ex wants her back, but he doesn&#39; t go through outrageous attempts to get her back or anything, he&#39; s just as insecure as our leading male. It turns out that the only reason why Kirk is uncomfortable dating Molly is because he is reminded on a daily basis on how average he is and how he&#39; ll never get a gorgeous or sophisticated woman like Molly. A lot of people can relate to that, heck, how many times on the street do we see an unattractive looking person with someone who is really good looking and make a judgment? I loved how even his family were a bunch of jerks and not the typical &quot; we&#39; re rooting for our son&quot; mentality, they actually almost preferred his ex&#39; s new boyfriend over him, how sad is that? She&#39; s Out of My League is a big recommendation from me, definitely worth the rental when it comes out, it&#39; s one of the better romantic comedies that I&#39; ve seen. <br/><br/>7/10",7
"She&#39; s out of My League is the type of film that seems to suffer from a crisis of identity; is it a romantic comedy or an Apatow-esquire combination of raunch and insight? Jay Baruchel&#39; s first starring vehicle tries to have its cake and have sex with it too, and winds up splitting its resources to less effective result. <br/><br/>Frankly put, She&#39; s out of My League is not funny. There is the scattered chuckle and a few moments worthy of a laugh but for the most part the narrative just hums along; never becoming outwardly awful nor achieving anything memorable. The films saving grace is the chemistry between Jay Baruchel and Alice Eve which at times is so strong it almost makes the movie worth seeing in spite of itself. If SooML had concentrated on the romantic efforts, I feel like something excellent could have sprung forth, but with its scattershot approach we have only the leads on which to lean. <br/><br/>Perhaps the most refreshing thing about League is that Eve&#39; s Molly is actually a nice person. She is not manipulative, hot-but bitchy or using our nerdy hero for her own purposes. Usually in a movie like this we have the girl-best friend who unbeknownst to our swooning protagonist holds a flame, and after the hottie eventually betrays him, he finds love has been beside him all along, etc, etc. We don&#39; t have this here; there are now competing forces for Kirk&#39; s affections and the film and the audience win because of it. <br/><br/>There is a lame ongoing gag where our leads are rated; Kirk is a &#39; 5&#39; and whatever number you receive, the laws of nature inhibit you from deviating more than 2 &#39; points&#39; in either direction. Enter Molly, a hard &#39; 10&#39; and after leaving her cell phone at the airport where our geeky Romeo is employed she becomes somewhat smitten (feelings which he immediately returns) to the astonishment of his friends who can&#39; t believe his luck. From there we get our normal rom-com story arch which as I stated is heavily bolstered by amazing chemistry and performances from the star-crossed lovers. <br/><br/>Also like many movies of this ilk, the friends of the leads are jerks/bitches who more than once, accidentally or intentionally pull Kirk and Molly apart. I don&#39; t understand this resurfacing convention but it grows more distasteful with every film. Thankfully some of these characters undergo an epiphany so they do not remain totally repulsive characters. She&#39; s out of My League is unimposing and sweet, and is not above a watch on a date night or rainy Sunday but it certainly nothing to rush out to see in theatres. <br/><br/>Read all my reviews at simonsaysmovies. blogspot. com",6
"I loved the book. I thought Julia Roberts as Liz was fantastic casting. The trailer looked awesome. I smiled every time I saw it. Turns out, I loved everything about this movie except the movie. <br/><br/>Long story short, it&#39; s all of the arc of the book, without any of the passion. While never horrible, this film simply made me feel nothing. <br/><br/>I found the book soulful, moving, even transformative at times. The greatest emotion I felt from the film was hunger (for Italian pizza), thirst (for Italian wine), and an occasional dizziness due to director Ryan Murphy&#39; s apparent recent discovery of how to &quot; pan. &quot; It was laughable camera-work throughout the first 45 minutes, and occasionally throughout. <br/><br/>The first 1/2 hour of the film was almost unbearably bad, even though the first section of the book was amongst my favorites. Perhaps someone who did not read the book could enjoy this movie, but I somehow doubt it. One time Liz made a joke, that was a nice break from the feeling of being in a lukewarm bathtub for 2 1/2 hours. Not unpleasant, just meh. <br/><br/>Instead of finding Liz intelligent and thoughtful, she seemed selfish, boring, and obsessed with men. Instead of finding spirituality, she seemed vapid. When the character becomes shallow, a film centered around that character becomes a throw away. Maybe I&#39; ll just watch the trailer again. ",4
