"Can you beat some of the lines in this film? As a guy, which I am, I identified with Harry&#39; s lines so much, and you can&#39; t help but side with him. The chemistry between the two actors, Billy Crystal and Meg Ryan is superb, and you believe in them when they talk, you feel for them when they look at each other. Even the friends are well casted, Carrie Fisher and Bruno Kirby. It&#39; s such relaxed acting and filming that you do nothing but watch these people fall in love, and pretty soon you feel like you&#39; re involved as well. With a fantastic soundtrack, direction, script and acting, it&#39; s a great film. ",9
"Not too long ago I finally got around to seeing this film, I&#39; d heard so much about it that I had to see it. After seeing it the first time I thought it was good, but I have to say that I liked it even more on my second viewing. The film is absolutely wonderful! The story is very amusing and keeps you interested in the characters from start to finish. <br/><br/>I literally couldn&#39; t wait to see what would happen in the next scene. This is one of those movies that goes by very quickly. I think that&#39; s a sign of a good movie, when you just can&#39; t believe that you&#39; re already an hour or so into the movie. The story really flows nicely from scene to scene. <br/><br/>The cast is great in the film as well. Billy Crystal pulls off one of his best performances, and has a slew of great jokes throughout the film. Meg Ryan looks as beautiful as ever and has such a cute way about her. Bruno Kirby and Carrie Fisher definitely deserve a great deal of credit too, they both did superb jobs as well. Director Rob Reiner did a great job with the film, keep up the good work Rob. <br/><br/>If you&#39; re into romantic comedies, then you definitely should see this film. Even if you aren&#39; t really into the whole romantic part of it, the comedy is great and worth seeing. I would most definitely recommend seeing this film. <br/><br/>I hope you like it. Thanks for reading, <br/><br/>-Chris",10
"I love romantic comedies, and this may be my all-time favorite. Nora Ephron&#39; s writing is sharp and VERY funny, and the perfect cast delivers the dialogue with flawless timing. I own it on DVD, and will almost invariably turn to it for at least a couple of minutes when I see it in the TV schedule. There are so many priceless moments that I can&#39; t pick out one to highlight; most of them are subtler and funnier than the famous Simulated Orgasm scene. Bruno Kirby and Carrie Fisher are perfect in their supporting roles, and Rob Reiner&#39; s direction couldn&#39; t be better. I&#39; m afraid that I&#39; m doing nothing but gushing in this review, but great is great, and it&#39; s hard to say anything else. ",10
"&quot; When Harry Met Sally&quot; may not at first seem to be the kind of film that remains classic and timeless. In this very cute exploration of an age-old question: &quot; Can men and women truly just be friends?, &quot; Billy Crystal and Meg Ryan play the kind of characters we have come to love to see them play. No surprises there as they skillfully banter back and forth between adorable, hysterical and morose as the plot rolls on. But upon closer inspection, this film is actually full of nice surprises, including its durability. Watch carefully and you will find one of the best examples of the way an excellent script can propel the plot, character development and pacing of a film perfectly from start to finish. Many lines may seem to be merely entertaining one-liners, but they also serve these other purposes simultaneously. This is a well crafted and well acted script. Even the most dated aspect of the film, the intentional focus on clothing, hair and makeup styles as they change throughout the decades, has taken an unexpected poignancy now that the styles we may remember as current at the time have come to be old-fashioned themselves. The end result is that &quot; When Harry Met Sally&quot; speaks to us if we remember the times portrayed in the film or not. We&#39; re still asking questions about men and women and friendship, and films such as this still help us answer them. ",10
"Aside from freer language and more explicitly sexual humour, When Harry met Sally is a very traditional romantic comedy, very much in the mould established in 1934 by It Happened One Night. Two very different but evenly-matched people are thrown together by circumstance. They are initially hostile to one another, but over the course of the film, this hostility turns to love as their personalities are softened by exposure to their opposites. Indeed, the central traits of Harry and Sally correspond very directly to those of Peter and Ellen in IHON - he worldly-wise and cynical, she spoiled and certain of what&#39; s what. Neither of them, it turns out, is as right or as self-confidant as they believe. What&#39; s very modern about WHMS is its attitude to long-term relationships. It&#39; s no longer enough for the couple simply to fall in love and live happily ever after. They must have a full and real understanding of exactly what, or who, they&#39; re letting themselves in for. They must also be sexually compatible (hence the importance of their having slept with one another before they finally get together). Within this framework of traditional romance in an unromantic world, WHMS is almost perfect. Structurally, there are no gaps or implausibilities. Even the central coincidence of these people running into each other under these circumstances is answered. The short but affecting intermissions of successful old couples describing their relationships are not only crucial to the pacing of the film, they also make the point that Harry and Sally are just another couple with an unusual and interesting story. There&#39; s an element of luck and coincidence in every successful relationship. The effectiveness of the film&#39; s structure is perhaps best highlighted by the soundtrack. There&#39; s a perfectly selected Louis Armstrong track for every phase of their relationship - the soundtrack not only complements the mood of the film, it comments on the action. The acting is superb, with the two main protagonists as well as their two foils (Bruno Kirby and Carrie Fisher) all giving career-best comic performances. Without such fantastic performances, it&#39; s very possible that the film could have failed: these are essentially self-indulgent people, that we sympathise with them and recognise them is in great measure down to the stars. Finally, the script is fantastic. Of course nobody really speaks like that, but like all great scripts it distills emotions and points of view into a few lines. And it&#39; s funny. The one-liners are still sharp and amusing on the twentieth viewing, and the set-pieces are beautifully realised (the orgasm scene is only the most famous - check out Harry&#39; s olympic sex-dream speech - &quot; Must have been the dismount&quot; - or the &quot; I&#39; m through making a schmuck out of myself&quot; phone call). All this, and a dinner party talking point about male and female relationships. Can we ever be just friends? Not even with an ugly girl? &quot; Nah, you pretty much want to nail them too. &quot; ",9
"This is Billy Crystal&#39; s show.  He has an understated, ordinary, humble screen presence.  It&#39; s not the case that every single line HAS to be funny in order for us to like him - with Crystal, a joke can fall flat and somehow it doesn&#39; t make him personally look bad.  But here every line IS funny, so he has charm to burn. <br/><br/>I know people like Meg Ryan - I guess I do, too, in this particular film - and I know that there are people who find her `orgasm&#39; scene amusing, but Sally is really just someone for Harry to meet and ultimately fall in love with.  She&#39; s completely clueless.  Most of the jokes are at her expense rather than his.  The genuine wit, the power of observation, the theoretical insight, all lie with Harry.  Is this a problem?  Not in the least.  Unlike most romantic comedies this is not some kind of duel - it&#39; s the more realistic study of many, many separate encounters. <br/><br/>Also unlike most romantic comedies, this one is funny.  I think I mentioned that. <br/><br/>The film benefits from its second rank support: good performances by Carrie Fischer and that guy whose name doesn&#39; t matter, locations someone actually went to some trouble to look for, and a song-score that is doesn&#39; t intrude and hit us repeatedly over the head.  Allegedly `When Harry Met Sally&#39; has been imitated by later productions, but I can&#39; t think of a case where the imitation is accurate enough to even be recognisable. ",9
I decided to watch this for the first time and thought it was one of the most realistic romance movies that there is. It is also really cute with showing older couples between the scenes and hearing their love at first sight stories. <br/><br/>,8
"&quot; I came here tonight because when you realize you want to spend the rest of your life with somebody, you want the rest of your life to start as soon as possible. &quot; <br/><br/>My favorite Rob Reiner film has always been When Harry Met Sally, a romantic comedy that I never expected to enjoy as much as I did. It&#39; s the best Woody Allen film not directed by Woody Allen. Meg Ryan and Billy Crystal&#39; s quirky chemistry in this movie is probably one of the best I&#39; ve seen in any film. Reiner is a director that is hard to categorize since he has worked with different genres: thriller with Misery, fantasy/adventure with The Princess Bride, coming of age with Stand by Me, mockumentary with This is Spinal Tap, drama with A Few Good Men, and comedy with The Bucket List. He&#39; s made his share of bad films (his latest films are probably his weakest), but he seems to have excelled in every genre without establishing a common trademark. You could watch When Harry Met Sally back to back with Misery and you&#39; d never guess it was directed by the same person. The secret to his success with this rom-com is that the relationship feels true to life as he first introduces these flawed characters that don&#39; t seem to care too much for each other, but over the years they begin bonding and establishing a strong friendship. These characters are so relatable and we can see ourselves or our friends in the film. It reminds us of that friend of the opposite sex we had and how easy it was to blur the line between friendship and love. It makes us think of that universal question: Can a man and a woman be best friends without falling in love with each other? A lot of credit must be given to Nora Ephron&#39; s Oscar nominated screenplay because the dialogue and debates between the main characters are authentic and sharp at the same time. There are so many memorable scenes, including the fake orgasm which turned Meg Ryan into such a star, but the final tear jerking scene is my favorite because Billy Crystal delivered his lines in such a perfect way. Even the scenes where old couples are being interviewed in documentary style works perfectly and serves a purpose other than simply serving as transitions taking place in the story. The honesty that comes through in each conversation between Harry and Sally and the incredible chemistry between them is what makes this one of my go to films when it comes to recommending a romantic movie. Did I mention that the film takes place in New York of all places? <br/><br/>http: //estebueno10. blogspot. com/",10
"(When Harry Met Sally) discuss an important thing that many people are still arguing about it till this day: Men and Women can&#39; t be Friends. And for the rest of the film it discuss this issue and make it for sure that no man can ever be a friend to a woman due to the sex part between them. <br/><br/>WHMS: is a brilliant comedy with brilliant direction and casting. Starring: Meg Ryan and Billy Crystal, and directed by the fabulous Rob Reiner: most known for (Misery 1990 and Stand by me 1986). <br/><br/>
Meg Ryan made a lot of comedies, but her best performance was in four films (including this one):
<ul><li>Sleepless In Seattle 1993</li><li>When Harry Met Sally 1989</li><li>Joe Versus the Volcano 1990</li><li>You Have Got A Mail 1998</li></ul><br/><br/>She was really amazing here with hair funny facial expressions and her acting is the same style she uses in SIS, so if you love that film I highly recommend this one. <br/><br/>As For Billy Crystal he was funny as usual, he is one of my favorite comedian star of all time, and I don&#39; t think that anyone else could portrayed this role as he did, her really was fabulous. <br/><br/>At the end the film is powerful convincing source that both men and women can&#39; t be friends no matter of what they pretend, someone may disagree with it saying that he or she has a lot of friends from the opposite sex, but the film here is not discussing the normal friendship (which includes dining at the end of the week, or going to a bar and have a drink) it talks about the best friend : so it is impossible to find a best friend female to a guy that goes wherever he goes talks about the smallest details that guys talks about (And the same thing goes for women). <br/><br/>Final Rate:
8 out of 10",8
"AFI 100 Comedies. AFI 100 Passions. AFI 10 Top 10. AFI 100 Quotes. AFI 100 Songs. <br/><br/>&quot; When Harry Met Sally&quot; is easily one of the greatest romantic comedies of all time. It is short in duration, it is extremely watchable, Nora Ephron&#39; s script is hilarious, and Billy Crystal and Meg Ryan both give fantastic performances. There is very little to dislike about this movie if you are looking for entertainment. However, this is in no means an artsy film or a game-changer, but simply something that will definitely put you in a good mood. <br/><br/>When Harry met Sally. . . they hated each other. Their actual meeting for the first time was nothing special at all: Harry&#39; s girlfriend at the start of the movie was a friend of Sally&#39; s, and Sally was simply driving Harry back to New York from college because she lived in New York as well. It only takes a couple of minutes into their journey to New York to make it apparent that the script will be full of philosophical discussion between the two of them (as well as other characters) just like most Richard Linklater films. It is an interesting notion that the main point of Harry&#39; s initial discussion with Sally is that the two of them can never be friends because the &quot; sex stuff&quot; always gets in the way of a man and a woman - yet 10 years after they meet, they become &quot; just friends&quot; (but do we really believe that?). <br/><br/>There is a very creative scene in the movie about two thirds of the way through where a friend of Harry&#39; s and a friend of Sally&#39; s are now a couple, and they are each talking on the phone simultaneously with Harry and Sally respectively. Really interesting editing is applied here to get all four characters on the screen at once, each taking up about a fourth of the screen. It is three separate images, the first image being an image of the couple in bed, and the other two being superimposed images of Harry and Sally on opposite ends of the screen while they are each on the phone. It is one of the most creative scenes in Rob Reiner&#39; s filmography. <br/><br/>Above everything else, &quot; When Harry Met Sally&quot; has a lot of heart, which comes in different forms. It has heart due to its sense of humor, it has heart by showing a lot of emotion between Harry and Sally later in the film, and every now and then, the movie cuts to different couples explaining how they met and when they knew they were meant to be together, putting a smile on the audience member&#39; s face. It is also a joy to watch Harry and Sally grow as people as they become friends (which is against Harry&#39; s initial beliefs) and as they realize their feelings for each other, even if they do not admit those feelings immediately. From the famous &quot; I&#39; ll have what she&#39; s having&quot; moment to the finale at midnight on New Year&#39; s Eve, &quot; When Harry Met Sally&quot; is a triumph of a motion picture, capturing our hearts and holding on throughout. <br/><br/>&quot; When Harry Met Sally&quot; might not be a masterpiece in terms of technicality (it is pretty simply shot and edited aside from that creative scene mentioned above), but it is a film many should experience just for how enjoyable it is. It is a great love story and highly re-watchable. <br/><br/>9/10",9
