"['can', 'beat', 'lines', 'as', 'guy', 'identified', 'harry', 'lines', 'much', 'help', 'side', 'chemistry', 'two', 'actors', 'billy', 'crystal', 'meg', 'ryan', 'superb', 'believe', 'talk', 'feel', 'look', 'even', 'friends', 'well', 'casted', 'carrie', 'fisher', 'bruno', 'kirby', 'relaxed', 'acting', 'filming', 'nothing', 'watch', 'people', 'fall', 'love', 'pretty', 'soon', 'feel', 'involved', 'well', 'with', 'fantastic', 'soundtrack', 'direction', 'script', 'acting', 'great']",9
"['not', 'long', 'ago', 'finally', 'got', 'around', 'seeing', 'heard', 'much', 'after', 'seeing', 'first', 'time', 'thought', 'good', 'say', 'liked', 'even', 'second', 'viewing', 'absolutely', 'wonderful', 'story', 'amusing', 'keeps', 'interested', 'characters', 'start', 'finish', 'literally', 'wait', 'would', 'happen', 'next', 'scene', 'movies', 'goes', 'quickly', 'think', 'sign', 'good', 'believe', 'already', 'hour', 'story', 'really', 'flows', 'nicely', 'scene', 'scene', 'cast', 'great', 'well', 'billy', 'crystal', 'pulls', 'best', 'performances', 'slew', 'great', 'jokes', 'throughout', 'meg', 'ryan', 'looks', 'beautiful', 'ever', 'cute', 'way', 'bruno', 'kirby', 'carrie', 'fisher', 'definitely', 'deserve', 'great', 'deal', 'credit', 'superb', 'jobs', 'well', 'director', 'rob', 'reiner', 'great', 'job', 'keep', 'good', 'work', 'rob', 'if', 'romantic', 'comedies', 'definitely', 'even', 'really', 'whole', 'romantic', 'part', 'comedy', 'great', 'worth', 'seeing', 'would', 'definitely', 'recommend', 'seeing', 'hope', 'thanks', 'reading', '-chris']",10
"['love', 'romantic', 'comedies', 'may', 'all-time', 'favorite', 'nora', 'ephron', 'writing', 'sharp', 'very', 'funny', 'perfect', 'cast', 'delivers', 'dialogue', 'flawless', 'timing', 'dvd', 'almost', 'invariably', 'turn', 'least', 'couple', 'minutes', 'tv', 'schedule', 'there', 'many', 'priceless', 'moments', 'pick', 'highlight', 'subtler', 'funnier', 'famous', 'simulated', 'orgasm', 'scene', 'bruno', 'kirby', 'carrie', 'fisher', 'perfect', 'supporting', 'roles', 'rob', 'reiner', 'direction', 'better', 'afraid', 'nothing', 'gushing', 'review', 'great', 'great', 'hard', 'say', 'anything', 'else']",10
"['when', 'harry', 'met', 'sally', 'may', 'first', 'seem', 'kind', 'remains', 'classic', 'timeless', 'in', 'cute', 'exploration', 'age-old', 'question', 'can', 'men', 'women', 'truly', 'friends', 'billy', 'crystal', 'meg', 'ryan', 'play', 'kind', 'characters', 'come', 'love', 'play', 'no', 'surprises', 'skillfully', 'banter', 'back', 'forth', 'adorable', 'hysterical', 'morose', 'plot', 'rolls', 'but', 'upon', 'closer', 'inspection', 'actually', 'full', 'nice', 'surprises', 'including', 'durability', 'watch', 'carefully', 'find', 'best', 'examples', 'way', 'excellent', 'script', 'propel', 'plot', 'character', 'development', 'pacing', 'perfectly', 'start', 'finish', 'many', 'lines', 'may', 'seem', 'merely', 'entertaining', 'one-liners', 'also', 'serve', 'purposes', 'simultaneously', 'well', 'crafted', 'well', 'acted', 'script', 'even', 'dated', 'aspect', 'intentional', 'focus', 'clothing', 'hair', 'makeup', 'styles', 'change', 'throughout', 'decades', 'taken', 'unexpected', 'poignancy', 'styles', 'may', 'remember', 'current', 'time', 'come', 'old-fashioned', 'end', 'result', 'when', 'harry', 'met', 'sally', 'speaks', 'us', 'remember', 'times', 'portrayed', 'we', 'still', 'asking', 'questions', 'men', 'women', 'friendship', 'films', 'still', 'help', 'us', 'answer']",10
"['aside', 'freer', 'language', 'explicitly', 'sexual', 'humour', 'when', 'harry', 'met', 'sally', 'traditional', 'romantic', 'comedy', 'much', 'mould', 'established', '1934', 'happened', 'one', 'night', 'two', 'different', 'evenly-matched', 'people', 'thrown', 'together', 'circumstance', 'initially', 'hostile', 'another', 'course', 'hostility', 'turns', 'love', 'personalities', 'softened', 'exposure', 'opposites', 'indeed', 'central', 'traits', 'harry', 'sally', 'correspond', 'directly', 'peter', 'ellen', 'ihon', 'worldly-wise', 'cynical', 'spoiled', 'certain', 'neither', 'turns', 'right', 'self-confidant', 'believe', 'what', 'modern', 'whms', 'attitude', 'long-term', 'relationships', 'longer', 'enough', 'couple', 'simply', 'fall', 'love', 'live', 'happily', 'ever', 'must', 'full', 'real', 'understanding', 'exactly', 'letting', 'must', 'also', 'sexually', 'compatible', 'hence', 'importance', 'slept', 'another', 'finally', 'get', 'together', 'within', 'framework', 'traditional', 'romance', 'unromantic', 'world', 'whms', 'almost', 'perfect', 'structurally', 'gaps', 'implausibilities', 'even', 'central', 'coincidence', 'people', 'running', 'circumstances', 'answered', 'short', 'affecting', 'intermissions', 'successful', 'old', 'couples', 'describing', 'relationships', 'crucial', 'pacing', 'also', 'make', 'point', 'harry', 'sally', 'another', 'couple', 'unusual', 'interesting', 'story', 'there', 'element', 'luck', 'coincidence', 'every', 'successful', 'relationship', 'effectiveness', 'structure', 'perhaps', 'best', 'highlighted', 'soundtrack', 'there', 'perfectly', 'selected', 'louis', 'armstrong', 'track', 'every', 'phase', 'relationship', 'soundtrack', 'complements', 'mood', 'comments', 'action', 'acting', 'superb', 'two', 'main', 'protagonists', 'well', 'two', 'foils', 'bruno', 'kirby', 'carrie', 'fisher', 'giving', 'career-best', 'comic', 'performances', 'without', 'fantastic', 'performances', 'possible', 'could', 'failed', 'essentially', 'self-indulgent', 'people', 'sympathise', 'recognise', 'great', 'measure', 'stars', 'finally', 'script', 'fantastic', 'of', 'course', 'really', 'speaks', 'great', 'scripts', 'distills', 'emotions', 'points', 'view', 'lines', 'funny', 'one-liners', 'still', 'sharp', 'amusing', 'twentieth', 'viewing', 'set-pieces', 'beautifully', 'realised', 'orgasm', 'scene', 'famous', 'check', 'harry', 'olympic', 'sex-dream', 'speech', 'must', 'dismount', 'making', 'schmuck', 'phone', 'call', 'all', 'dinner', 'party', 'talking', 'point', 'male', 'female', 'relationships', 'can', 'ever', 'friends', 'not', 'even', 'ugly', 'girl', 'nah', 'pretty', 'much', 'want', 'nail']",9
"['billy', 'crystal', 'show', 'understated', 'ordinary', 'humble', 'screen', 'presence', 'case', 'every', 'single', 'line', 'has', 'funny', 'order', 'us', 'crystal', 'joke', 'fall', 'flat', 'somehow', 'make', 'personally', 'look', 'bad', 'but', 'every', 'line', 'is', 'funny', 'charm', 'burn', 'people', 'meg', 'ryan', 'guess', 'particular', 'people', 'find', '`', 'orgasm', 'scene', 'amusing', 'sally', 'really', 'someone', 'harry', 'meet', 'ultimately', 'fall', 'love', 'completely', 'clueless', 'most', 'jokes', 'expense', 'rather', 'genuine', 'wit', 'power', 'observation', 'theoretical', 'insight', 'lie', 'harry', 'is', 'problem', 'not', 'least', 'unlike', 'romantic', 'comedies', 'kind', 'duel', 'realistic', 'study', 'many', 'many', 'separate', 'encounters', 'also', 'unlike', 'romantic', 'comedies', 'funny', 'think', 'mentioned', 'benefits', 'second', 'rank', 'support', 'good', 'performances', 'carrie', 'fischer', 'guy', 'whose', 'name', 'matter', 'locations', 'someone', 'actually', 'went', 'trouble', 'look', 'song-score', 'intrude', 'hit', 'us', 'repeatedly', 'head', 'allegedly', '`', 'when', 'harry', 'met', 'sally', 'imitated', 'later', 'productions', 'think', 'case', 'imitation', 'accurate', 'enough', 'even', 'recognisable']",9
"['decided', 'watch', 'first', 'time', 'thought', 'realistic', 'romance', 'movies', 'also', 'really', 'cute', 'showing', 'older', 'couples', 'scenes', 'hearing', 'love', 'first', 'sight', 'stories']",8
"['came', 'tonight', 'realize', 'want', 'spend', 'rest', 'life', 'somebody', 'want', 'rest', 'life', 'start', 'soon', 'possible', 'my', 'favorite', 'rob', 'reiner', 'always', 'when', 'harry', 'met', 'sally', 'romantic', 'comedy', 'never', 'expected', 'enjoy', 'much', 'best', 'woody', 'allen', 'directed', 'woody', 'allen', 'meg', 'ryan', 'billy', 'crystal', 'quirky', 'chemistry', 'probably', 'best', 'seen', 'reiner', 'director', 'hard', 'categorize', 'since', 'worked', 'different', 'genres', 'thriller', 'misery', 'fantasy/adventure', 'princess', 'bride', 'coming', 'age', 'stand', 'me', 'mockumentary', 'spinal', 'tap', 'drama', 'few', 'good', 'men', 'comedy', 'bucket', 'list', 'made', 'share', 'bad', 'films', 'latest', 'films', 'probably', 'weakest', 'seems', 'excelled', 'every', 'genre', 'without', 'establishing', 'common', 'trademark', 'you', 'could', 'watch', 'when', 'harry', 'met', 'sally', 'back', 'back', 'misery', 'never', 'guess', 'directed', 'person', 'secret', 'success', 'rom-com', 'relationship', 'feels', 'true', 'life', 'first', 'introduces', 'flawed', 'characters', 'seem', 'care', 'much', 'years', 'begin', 'bonding', 'establishing', 'strong', 'friendship', 'these', 'characters', 'relatable', 'friends', 'reminds', 'us', 'friend', 'opposite', 'sex', 'easy', 'blur', 'line', 'friendship', 'love', 'makes', 'us', 'think', 'universal', 'question', 'can', 'man', 'woman', 'best', 'friends', 'without', 'falling', 'love', 'lot', 'credit', 'must', 'given', 'nora', 'ephron', 'oscar', 'nominated', 'screenplay', 'dialogue', 'debates', 'main', 'characters', 'authentic', 'sharp', 'time', 'there', 'many', 'memorable', 'scenes', 'including', 'fake', 'orgasm', 'turned', 'meg', 'ryan', 'star', 'final', 'tear', 'jerking', 'scene', 'favorite', 'billy', 'crystal', 'delivered', 'lines', 'perfect', 'way', 'even', 'scenes', 'old', 'couples', 'interviewed', 'documentary', 'style', 'works', 'perfectly', 'serves', 'purpose', 'simply', 'serving', 'transitions', 'taking', 'place', 'story', 'honesty', 'comes', 'conversation', 'harry', 'sally', 'incredible', 'chemistry', 'makes', 'go', 'films', 'comes', 'recommending', 'romantic', 'did', 'mention', 'takes', 'place', 'new', 'york', 'places', 'http', '//estebueno10', 'blogspot', 'com/']",10
"['when', 'harry', 'met', 'sally', 'discuss', 'important', 'thing', 'many', 'people', 'still', 'arguing', 'till', 'day', 'men', 'women', 'friends', 'rest', 'discuss', 'issue', 'make', 'sure', 'man', 'ever', 'friend', 'woman', 'due', 'sex', 'part', 'whms', 'brilliant', 'comedy', 'brilliant', 'direction', 'casting', 'starring', 'meg', 'ryan', 'billy', 'crystal', 'directed', 'fabulous', 'rob', 'reiner', 'known', 'misery', '1990', 'stand', '1986', 'meg', 'ryan', 'made', 'lot', 'comedies', 'best', 'performance', 'four', 'films', 'including', 'ul', 'li', 'sleepless', 'in', 'seattle', '1993', '/li', 'li', 'when', 'harry', 'met', 'sally', '1989', '/li', 'li', 'joe', 'versus', 'volcano', '1990', '/li', 'li', 'you', 'have', 'got', 'mail', '1998', '/li', '/ul', 'really', 'amazing', 'hair', 'funny', 'facial', 'expressions', 'acting', 'style', 'uses', 'sis', 'love', 'highly', 'recommend', 'as', 'for', 'billy', 'crystal', 'funny', 'usual', 'favorite', 'comedian', 'star', 'time', 'think', 'anyone', 'else', 'could', 'portrayed', 'role', 'really', 'fabulous', 'at', 'end', 'powerful', 'convincing', 'source', 'men', 'women', 'friends', 'matter', 'pretend', 'someone', 'may', 'disagree', 'saying', 'lot', 'friends', 'opposite', 'sex', 'discussing', 'normal', 'friendship', 'includes', 'dining', 'end', 'week', 'going', 'bar', 'drink', 'talks', 'best', 'friend', 'impossible', 'find', 'best', 'friend', 'female', 'guy', 'goes', 'wherever', 'goes', 'talks', 'smallest', 'details', 'guys', 'talks', 'thing', 'goes', 'women', 'final', 'rate', '8', '10']",8
"['afi', '100', 'comedies', 'afi', '100', 'passions', 'afi', '10', 'top', '10', 'afi', '100', 'quotes', 'afi', '100', 'songs', 'when', 'harry', 'met', 'sally', 'easily', 'greatest', 'romantic', 'comedies', 'time', 'short', 'duration', 'extremely', 'watchable', 'nora', 'ephron', 'script', 'hilarious', 'billy', 'crystal', 'meg', 'ryan', 'give', 'fantastic', 'performances', 'there', 'little', 'dislike', 'looking', 'entertainment', 'however', 'means', 'artsy', 'game-changer', 'simply', 'definitely', 'put', 'good', 'mood', 'when', 'harry', 'met', 'sally', 'hated', 'their', 'actual', 'meeting', 'first', 'time', 'nothing', 'special', 'harry', 'girlfriend', 'start', 'friend', 'sally', 'sally', 'simply', 'driving', 'harry', 'back', 'new', 'york', 'college', 'lived', 'new', 'york', 'well', 'takes', 'couple', 'minutes', 'journey', 'new', 'york', 'make', 'apparent', 'script', 'full', 'philosophical', 'discussion', 'two', 'well', 'characters', 'richard', 'linklater', 'films', 'interesting', 'notion', 'main', 'point', 'harry', 'initial', 'discussion', 'sally', 'two', 'never', 'friends', 'sex', 'stuff', 'always', 'gets', 'way', 'man', 'woman', 'yet', '10', 'years', 'meet', 'become', 'friends', 'really', 'believe', 'there', 'creative', 'scene', 'two', 'thirds', 'way', 'friend', 'harry', 'friend', 'sally', 'couple', 'talking', 'phone', 'simultaneously', 'harry', 'sally', 'respectively', 'really', 'interesting', 'editing', 'applied', 'get', 'four', 'characters', 'screen', 'taking', 'fourth', 'screen', 'three', 'separate', 'images', 'first', 'image', 'image', 'couple', 'bed', 'two', 'superimposed', 'images', 'harry', 'sally', 'opposite', 'ends', 'screen', 'phone', 'creative', 'scenes', 'rob', 'reiner', 'filmography', 'above', 'everything', 'else', 'when', 'harry', 'met', 'sally', 'lot', 'heart', 'comes', 'different', 'forms', 'heart', 'due', 'sense', 'humor', 'heart', 'showing', 'lot', 'emotion', 'harry', 'sally', 'later', 'every', 'cuts', 'different', 'couples', 'explaining', 'met', 'knew', 'meant', 'together', 'putting', 'smile', 'audience', 'member', 'face', 'also', 'joy', 'watch', 'harry', 'sally', 'grow', 'people', 'become', 'friends', 'harry', 'initial', 'beliefs', 'realize', 'feelings', 'even', 'admit', 'feelings', 'immediately', 'from', 'famous', 'moment', 'finale', 'midnight', 'new', 'year', 'eve', 'when', 'harry', 'met', 'sally', 'triumph', 'motion', 'picture', 'capturing', 'hearts', 'holding', 'throughout', 'when', 'harry', 'met', 'sally', 'might', 'masterpiece', 'terms', 'technicality', 'pretty', 'simply', 'shot', 'edited', 'aside', 'creative', 'scene', 'mentioned', 'many', 'experience', 'enjoyable', 'great', 'love', 'story', 'highly', 're-watchable', '9/10']",9
